Num;alim_nom_fr;alim_nom_sci;alim_grp_code;alim_grp_nom_fr;alim_ssgrp_code;alim_ssgrp_nom_fr;alim_ssssgrp_code;alim_ssssgrp_nom_fr;Energie, Règlement UE N° 1169/2011 (kJ/100 g);Energie, Règlement UE N° 1169/2011 (kcal/100 g);Energie, N x facteur Jones, avec fibres  (kJ/100 g);Energie, N x facteur Jones, avec fibres  (kcal/100 g);Eau (g/100 g);Protéines, N x facteur de Jones (g/100 g);Protéines, N x 625 (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Sucres (g/100 g);Fructose (g/100 g);Galactose (g/100 g);Glucose (g/100 g);Lactose (g/100 g);Maltose (g/100 g);Saccharose (g/100 g);Amidon (g/100 g);Fibres alimentaires (g/100 g);Polyols totaux (g/100 g);Cendres (g/100 g);Alcool (g/100 g);Acides organiques (g/100 g);AG saturés (g/100 g);AG monoinsaturés (g/100 g);AG polyinsaturés (g/100 g);AG 4:0, butyrique (g/100 g);AG 6:0, caproïque (g/100 g);AG 8:0, caprylique (g/100 g);AG 10:0, caprique (g/100 g);AG 12:0, laurique (g/100 g);AG 14:0, myristique (g/100 g);AG 16:0, palmitique (g/100 g);AG 18:0, stéarique (g/100 g);AG 18:1 9c (n-9), oléique (g/100 g);AG 18:2 9c,12c (n-6), linoléique (g/100 g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g);Cholestérol (mg/100 g);Sel chlorure de sodium (g/100 g);Calcium (mg/100 g);Chlorure (mg/100 g);Cuivre (mg/100 g);Fer (mg/100 g);Iode (µg/100 g);Magnésium (mg/100 g);Manganèse (mg/100 g);Phosphore (mg/100 g);Potassium (mg/100 g);Sélénium (µg/100 g);Sodium (mg/100 g);Zinc (mg/100 g);Rétinol (µg/100 g);Beta-Carotène (µg/100 g);Vitamine D (µg/100 g);Vitamine E (mg/100 g);Vitamine K1 (µg/100 g);Vitamine K2 (µg/100 g);Vitamine C (mg/100 g);Vitamine B1 ou Thiamine (mg/100 g);Vitamine B2 ou Riboflavine (mg/100 g);Vitamine B3 ou PP ou Niacine (mg/100 g);Vitamine B5 ou Acide pantothénique (mg/100 g)
468;Oreille de porc demi-sel;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;951;228;951;228;61,3;22,5;22,5;0,6;15,1;-;-;-;-;-;-;-;-;0;0;0,6;0;traces;5,39;6,86;1,61;0;0;0;0;0,01;0,2;3,38;1,8;-;-;-;-;0;0;82;0,48;21;-;0,006;2,4;-;7;0,012;41;55;-;191;0,19;0;-;-;-;-;-;0;0,08;0,11;0,78;0,068
469;Confit de canard, viande (cuisse), sans peau, réchauffé;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;818;195;818;195;58;32;32;traces;7,4;-;-;-;-;-;-;-;-;0;0;2,69;0;0;2,31;3,56;1,12;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,05;1,67;0,59;3,16;0,85;0,03;0,15;< 0,01;0,01;112;1,89;13;1220;0,16;2,3;< 20;17;< 0,01;170;300;40;757;5,5;< 21;-;1,14;0,59;< 0,8;-;< 0,5;0,043;0,23;5,16;0,92
470;Jambon en croûte;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;810;193;810;193;52,2;14,1;14,1;17,8;7;2,3;-;-;-;-;-;-;13,2;1,1;0;3,11;0;traces;2,38;3,66;0,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48,4;2,11;21,3;-;0,063;0,96;6,12;19,5;0,052;148;280;6,72;727;1,28;-;34,5;0,46;1,03;-;-;7,21;0,5;0,16;3,34;0,38
471;Pied de porc demi-sel;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;569;137;569;137;75;11,6;11,6;0,01;10;0;0;0;0;0;0;0;-;0;0;3,35;0;traces;2,95;5,68;0,78;0;0;0;0;0;0,12;2,08;0,7;5,16;0,64;0,028;-;0;0;83;2,37;32;-;0,037;0,31;-;11;0,022;87;13;-;946;0,2;11;0;0,4;0,21;0;-;0;0,006;0,015;0,22;0,26
472;Poitrine de porc demi-sel;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;1110;268;1110;268;56,5;16,8;16,8;0,75;22;0,6;< 0,3;-;0,45;-;< 0,3;< 0,3;-;0;0;4,61;0;traces;8,3;9,95;2,72;-;-;-;-;-;-;-;-;-;2,59;0,13;-;-;-;-;2;8,4;3330;0,05;0,52;-;16;traces;208;256;-;790;1,68;traces;-;-;0,34;-;-;-;0,85;0,24;10,2;-
473;Poitrine de porc, fumée, crue;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;1250;303;1250;303;53,9;15,6;15,6;0,79;26,1;0,75;< 0,3;-;0,39;< 0,3;< 0,3;< 0,3;-;1;0;4,18;0;traces;9,39;12,1;3,16;-;-;-;-;0,025;0,36;6,56;2,34;10,2;2,61;0,21;0,079;0;0;-;2,41;-;-;-;-;-;-;-;-;-;-;956;-;-;-;-;-;-;-;-;-;-;-;-
474;Haché de volaille;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;575;137;575;137;-;17,7;17,7;3,5;5,68;1,4;-;-;-;-;-;-;-;0,63;0;1,3;0;traces;1,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1,3;-;-;-;-;-;-;-;-;-;-;550;-;-;-;-;-;-;-;-;-;-;-;-
475;Fromage de tête;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;720;173;720;173;67,7;14,1;14,1;0,2;12,9;0;-;-;-;-;-;-;0;0;0;2,08;0;traces;4,37;6,2;1,44;< 0,05;< 0,05;< 0,05;0,012;0,012;0,17;2,86;1,28;6,2;1,28;0,091;0;0;0;61;1,91;13,1;0,26;0,11;1,23;2,1;9;0,02;80;69;7,4;754;1,24;0;0;0,9;0,17;3,4;-;0;0,26;0,11;0,77;0,9
476;Foie gras, canard, bloc, sans morceaux;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040308;autres spécialités charcutières;1980;482;1980;482;40,8;5,75;5,75;2,1;50;1,47;-;-;-;-;-;-;0;0,35;0;2,06;0;traces;19,7;26,6;0,73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;395;1,14;1,7;798;0,8;5,2;2;8,4;0,1;109;130;-;457;1,2;1430;0;2,75;2,4;-;-;14,7;0,1;0,57;5,8;2,15
477;Spécialité végétale type pâté, préemballée;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040309;substituts de charcuteries pour végétariens;816;197;816;197;66,7;3,56;3,56;9,45;15,4;1,49;0,56;< 0,1;0,58;< 0,1;< 0,1;0,35;7,3;2,96;traces;1,84;0;0,09;4,13;4,82;5,75;< 0,01;0,02;0,24;0,13;1,07;0,48;1,51;0,52;4,65;5,69;0,06;< 0,01;< 0,01;< 0,01;-;1,27;30;793;0,11;1,3;40;23;0,33;72;170;< 20;509;0,96;-;362;< 0,25;4,87;8,46;-;< 0,5;0,05;0,096;1,31;0,35
478;Spécialité végétale type jambon cuit, préemballée;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040309;substituts de charcuteries pour végétariens;1010;242;1010;242;50,2;29,7;29,7;4,13;11,1;0,93;0,11;< 0,1;< 0,1;< 0,1;0,72;0,1;1,5;3,2;traces;1,86;0;0,044;0,89;8,93;0,78;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,51;0,23;8,77;0,74;0,04;< 0,01;< 0,01;< 0,01;-;1,62;32;969;0,26;1,4;< 20;24;0,75;87;100;< 20;646;1,8;-;< 5;< 0,25;7,47;< 0,8;-;< 0,5;0,088;0,098;0,9;0,4
479;Saucisse végétale au blé ou seitan, préemballé;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040309;substituts de charcuteries pour végétariens;1050;250;1020;243;47,7;27,1;29,1;7,53;10,5;1,74;0,59;< 0,1;0,48;< 0,1;0,67;< 0,1;1,8;4,6;traces;2,44;0;0,12;2,79;6,45;0,82;< 0,01;< 0,01;0,22;0,12;1;0,44;0,65;0,24;6,32;0,78;0,04;< 0,01;< 0,01;< 0,01;-;1,82;37;1100;0,27;1,7;< 20;32;0,75;110;200;< 20;728;1,8;-;132;< 0,25;5,92;2,29;-;< 0,5;0,11;0,16;0,49;0,46
480;Quenelle au tofu (ne convient pas aux véganes ou végétaliens), préemballée;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040309;substituts de charcuteries pour végétariens;570;136;552;132;73,3;11;12,1;4,97;7,2;0,97;< 0,1;< 0,1;0,31;< 0,1;< 0,1;0,66;2,8;< 3;traces;1,86;0;0,15;1,13;1,82;3,87;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,01;0,68;0,38;1,73;3,47;0,4;< 0,01;< 0,01;< 0,01;3,28;1,01;120;604;0,22;1,4;< 20;41;0,58;130;130;< 20;405;1;< 21;289;< 0,25;1,28;20,4;-;< 0,5;0,027;< 0,1;0,15;0,2
481;Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée;;04;viandes, œufs, poissons et assimilés;0403;charcuteries et assimilés;040309;substituts de charcuteries pour végétariens;963;231;941;226;60,4;13,4;14,6;5,69;16,3;0,5;< 0,1;< 0,1;0,21;< 0,1;< 0,1;0,29;2,4;< 3;traces;2,59;0;0,16;1,95;4,99;8,61;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,02;1,21;0,56;4,8;8,24;0,37;< 0,01;< 0,01;< 0,01;-;1,68;140;1040;0,23;2;< 20;58;0,86;210;120;< 20;670;1,4;-;98,2;< 0,25;7,78;12,8;-;< 0,5;0,042;0,026;0,18;0,19
482;Oeuf, au plat, frit, salé;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;847;204;847;204;67,9;14,3;14,3;0,74;16;0,4;0;0;0,4;0;0;0;-;0;0;1,01;0;0;4,21;6,45;2,43;0,02;0,013;0,013;0,04;0;0,1;2,75;0,91;5,88;1,74;0,11;0,15;0;0,072;334;0,36;57;0,3;0,051;2,2;58,4;10,4;0,026;134;141;8,95;144;0,87;98;35;0,55;3,06;5,6;-;0;0,044;0,41;0,082;1,27
483;Oeuf, au plat, sans matière grasse;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;611;147;611;147;74,6;13,8;13,8;1,01;9,72;-;-;-;-;-;-;-;0;0;0;0,95;0;0;2,71;3,43;-;-;-;-;-;-;0,032;2,03;0,63;3,43;1,25;0,056;0,13;-;0,069;736;0,4;-;243;-;2,6;54,5;-;-;-;-;-;159;-;115;-;0,74;-;-;-;-;-;-;-;-
484;Oeuf, à la coque;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;590;142;590;142;76;12,2;12,2;1,08;9,82;0,77;0,11;0,11;0,21;0,11;0,11;0,11;0;0;0;0,91;0;0;2,95;4,75;1,14;-;-;-;-;-;0,031;2,13;0,65;3,73;0,95;0,039;0,1;-;0,051;222;0,2;150;-;< 0,1;1,9;50,4;11,7;< 0,1;155;164;23,8;150;0,93;132;11;1,28;2,17;-;-;< 0,5;0,081;0,41;0,06;1,34
485;Oeuf, blanc (blanc d'oeuf), cuit;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;201;47,3;201;47,3;87,8;10,3;10,3;1,12;0,17;0,7;0,07;0,07;0,34;0,07;0,07;0,07;0;0;0;0,6;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,39;6,67;-;0,023;0,067;-;9,67;0,011;14,7;147;6,1;155;0,025;0;0;0;0;-;-;0;0,006;0,35;0,078;0,18
486;Oeuf, brouillé, avec matière grasse;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;604;145;604;145;76,4;9,99;9,99;1,62;11;1,43;0;0;0,28;-;0;0;0;0;0;1,01;0;0;3,33;4,44;2,43;0,019;0,016;0,019;-;0,017;0,057;2,17;0,93;-;-;-;-;0;0,043;277;0,36;66;-;0,059;1,31;52;11;0,022;165;132;22,5;145;1,04;159;26;1,8;0,98;4;-;0;0,04;0,38;0,076;1,22
487;Oeuf, dur;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;557;134;557;134;76,5;13,5;13,5;0,52;8,62;0,52;0,075;0,075;0,14;0,075;0,075;0,075;0;0;0;0,88;0;0;2,55;3,57;1,03;0;0;0,0026;0,0026;0,0033;0,029;2,01;0,5;3,57;0,88;0,038;0,076;0,0031;0,035;355;0,31;41;182;0,068;1,72;49,7;14;0,031;172;120;7,01;123;1,27;61,5;11;1,12;1,03;0,3;-;0;0,066;0,51;0,064;1,4
488;Oeuf, poché;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;575;138;575;138;75,9;12,5;12,5;0,71;9,47;0,37;0;0;0,37;0;0;0;0;0;0;1,46;0;0;2,99;4,04;1,49;0,0039;0;0,0039;-;0;0,019;2,18;0,79;-;-;-;-;0;0,058;370;0,2;68,2;-;0,069;1,75;52;10,8;0,03;197;138;7,68;79,3;1,1;159;0;2;1,04;0,3;-;0;0,032;0,39;0,063;1,53
489;Oeuf, jaune (jaune d'oeuf), cuit;;04;viandes, œufs, poissons et assimilés;0410;œufs;041001;œufs cuits;1410;340;1410;340;50,3;16;16;1,31;30,1;0,55;0,07;0,07;0,18;0,07;0,07;0,07;0;0;0;2,24;0;0;8,49;12,1;4,45;-;-;-;-;-;0,077;6,23;1,95;11,2;3,51;0,17;0,45;-;0,24;612;0,035;76,4;0,2;0,15;0,95;192;4,5;< 0,1;121;58,6;76,4;14;1,4;263;106;2,11;5;-;-;0;0,17;0,39;< 0,16;4,54
490;Oeuf de cane, cru;;04;viandes, œufs, poissons et assimilés;0410;œufs;041002;œufs crus;753;181;753;181;70,8;13;13;1,31;13,8;0,93;-;-;-;-;-;-;0;0;0;1,12;0;0;3,68;6,53;1,22;0;0;0;0;0;0,054;3;0,63;6,09;0,56;0,1;0,32;0;0;884;0,37;64;-;0,062;3,85;-;17;0,038;220;222;-;146;1,41;192;14;1,7;1,34;0,4;-;0;0,16;0,4;0,2;1,86
491;Oeuf, blanc (blanc d'oeuf), cru;;04;viandes, œufs, poissons et assimilés;0410;œufs;041002;œufs crus;204;48,1;204;48,1;87,6;10,8;10,8;0,85;0,19;0,71;0,07;0,07;0,34;0,07;0,07;0,07;0;0;0;0,62;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,42;6;-;0,023;0,05;1,9;11;0,011;15;163;6;166;0,03;0;0;0;0;0;0,9;0;0,004;0,44;0,093;0,2
492;Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);186;44,1;187;44,4;89,7;3,38;3,31;4,79;1,25;4,5;< 0,2;0,3;0,2;4;< 0,2;< 0,2;0;0;0;0,74;0;0,16;0,81;0,29;0,02;0,05;0,03;0,02;0,03;0,04;0,14;0,36;0,13;0,26;0,02;< 0,01;< 0,01;< 0,01;< 0,01;6,29;0,088;120;96,9;< 0,01;< 0,05;< 20;9,9;< 0,01;86;160;< 20;35;0,38;36,8;-;0,81;2,02;9,24;-;< 0,5;0,17;1,82;2,12;0,9
493;Lait, teneur en matière grasse inconnue, UHT (aliment moyen);;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);199;47,3;200;47,6;89,4;3,38;3,32;4,82;1,59;4,62;0,059;0,054;0,059;4,62;0,059;0,059;0;0;0;0,7;0;0,16;1,06;0,36;0,024;0,049;0,03;0,02;0,049;0,06;0,19;0,51;0,14;0,3;0,022;0,0055;0,0049;0,0048;0,0048;5,95;0,092;117;99,7;0,0082;0,041;11,9;11,8;0,0033;89,4;166;6,47;36,6;0,39;18,7;10,3;0,27;0,11;0,23;;1,31;0,056;0,24;0,087;0,41
494;Lait écrémé, pasteurisé;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);146;34,5;148;34,8;90,8;3,28;3,21;4,99;0,19;4,93;0;0;0;4,93;0;0;0;0;0;0,73;0;0;0,11;0,046;0,0057;0,0065;0,0065;0,0023;0,0051;0,0059;0,016;0,047;0,018;0,046;0,0043;0,0014;0;0;0;2,5;0,11;123;100;0,012;0,03;24,3;11,6;0,0055;99;157;1,66;43,2;0,42;1,78;7;0,075;0,009;0;-;1,3;0,043;0,18;0,092;0,36
495;Lait entier, UHT;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);272;65,1;273;65,4;87,5;3,32;3,25;4,85;3,63;4,2;< 0,3;-;< 0,3;4,2;< 0,3;< 0,3;0;0;0;0,7;0;0;2,4;0,92;0,11;0,075;0,058;0,038;0,093;0,12;0,41;1,19;0,32;0,73;0,062;0,014;0,0034;< 0,0034;< 0,0034;12,5;0,11;120;98;< 0,01;0,01;< 20;9,8;< 0,01;97;160;< 50;44,2;0,37;31,4;21,9;< 0,25;0,089;< 0,8;0,9;< 0,5;0,041;0,17;< 0,1;0,43
496;Lait entier, pasteurisé;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);236;56,5;237;56,8;89,1;3,3;3,23;3,47;3,3;-;< 0,2;-;< 0,2;3,2;< 0,2;< 0,2;< 0,2;0;0;0,84;0;0;2,16;0,85;0,11;0,095;0,19;0,095;0,095;0,11;0,32;0,88;0,38;0,75;0,087;0,019;0;0;0;14;0,2;117;121;< 0,1;0,04;24,3;10,9;0,002;93;140;< 2,2;79;0,37;38,5;20,2;0,1;0,089;0;-;1,2;0,042;0,17;0,092;0,34
497;Lait demi-écrémé, UHT;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);198;47;199;47,3;89,4;3,38;3,31;4,83;1,55;4,66;< 0,1;< 0,1;< 0,1;4,66;< 0,1;< 0,1;0;0;0;0,69;0;0,17;1,04;0,34;0,02;0,05;0,03;0,02;0,05;0,06;0,19;0,5;0,13;0,29;0,02;< 0,01;< 0,01;< 0,01;< 0,01;5,7;0,09;117;100;0,0087;0,045;12,1;12,1;0,0031;89,1;167;< 10;36;0,39;19,2;9,45;< 0,5;0,13;0,2;-;1,5;0,06;0,18;0,093;0,41
498;Lait demi-écrémé, UHT, enrichi en vitamine D seulement;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);196;46,6;197;46,9;89,4;3,38;3,31;4,8;1,52;4,5;< 0,2;< 0,2;< 0,2;4,5;< 0,2;< 0,2;0;0;0;0,76;0;0,16;0,98;0,36;0,02;0,05;0,03;0,02;0,04;0,05;0,17;0,45;0,15;0,31;0,02;< 0,01;< 0,01;< 0,01;< 0,01;6,53;0,09;120;97,6;< 0,01;< 0,05;< 20;9,8;< 0,01;84;160;< 20;36;0,37;15,7;-;0,78;< 0,08;< 0,8;-;< 0,5;0,023;1,16;< 0,1;0,28
499;Lait écrémé, UHT;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);142;33,4;143;33,7;90,9;3,51;3,44;4,64;0,06;4,64;< 0,1;< 0,1;< 0,1;4,64;< 0,1;< 0,1;0;0;0;0,77;0;0,17;0,03;0,02;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;0,03;< 0,01;0,02;< 0,01;< 0,01;< 0,01;< 0,01;< 0,01;2;0,098;105;100;0,007;0,028;13,5;12,3;0,0028;92,1;166;< 10;39;0,37;1;-;traces;traces;-;-;0,89;0,049;0,19;0,09;0,42
500;Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);187;44,4;188;44,7;89,7;3,45;3,38;4,69;1,29;4,66;< 0,1;2,26;2,4;< 0,2;< 0,1;< 0,1;0;0;0;0,67;0;0,18;0,86;0,29;0,02;0,04;0,03;0,02;0,04;0,04;0,15;0,42;0,11;0,25;0,02;< 0,01;< 0,01;< 0,01;< 0,01;-;0,088;120;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-
501;Lait demi-écrémé, pasteurisé;;05;produits laitiers et assimilés;0501;laits;050101;laits de vaches liquides (non concentrés);195;46,4;197;46,7;89,4;3,19;3,13;4,9;1,54;4,81;< 0,1;< 0,1;< 0,1;4,81;< 0,1;< 0,1;0;0;0;0,77;0;0,16;1,06;0,32;0,02;0,05;0,04;0,02;0,04;0,05;0,18;0,51;0,14;0,28;0,02;< 0,01;< 0,01;< 0,01;< 0,01;6;0,078;119;100;0,0031;0,031;17,9;11,1;0,002;96;153;< 3,35;31;0,41;13,2;8,33;0,085;0,041;0;-;1,3;0,047;0,18;0,097;0,34
502;Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen);;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;292;69,4;293;69,7;84;3,65;3,57;7,47;2,5;7,24;0,4;0,46;0,34;2,89;0,15;3,07;0,092;0,71;0,025;0,8;0;0,98;1,65;0,58;0,051;0,081;0,056;0,033;0,074;0,083;0,27;0,73;0,23;0,53;0,041;0,013;0,0045;0,0037;0,004;11,8;0,11;121;138;0,018;0,16;16,9;11,5;0,033;90,2;161;3,24;44,4;0,38;20;20;0,48;0,1;0,37;;0,28;0,033;0,23;0,15;0,35
503;Yaourt, lait fermenté ou spécialité laitière, aux céréales;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;-;-;-;-;74,1;3,64;3,57;11,3;3,43;9,9;1,18;0,51;0,8;1,89;0,72;4,79;1,4;1;0;0,74;0;-;2,22;0,87;0,15;0,09;0,06;0,043;0,089;0,14;0,37;0,94;0,34;0,87;0,12;0,027;< 0,005;< 0,005;< 0,005;13;0,11;125;-;< 0,1;0,085;< 5;12,6;0,01;95;145;< 5;42,3;0,4;28,1;-;0,093;0,084;0;-;0,1;0,036;0,16;0,12;0,31
504;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;-;-;-;-;77,6;3,08;3,02;13,4;5,45;12,4;< 0,3;0,2;0,67;2,7;< 0,3;8,7;< 0,35;0,083;0;0,6;0;-;4,18;1,01;0,12;0,18;0,12;0,11;0,14;0,25;0,57;1,53;0,6;1,01;0,12;< 0,0025;< 0,0025;< 0,0025;< 0,0025;19;0,093;105;89;0,01;0,04;< 20;9,2;< 0,01;82;120;< 20;35,5;0,38;49,1;29,5;0,75;0,15;< 0,8;-;< 0,5;0,1;0,15;< 0,1;0,62
505;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;-;-;-;-;-;2,9;2,84;3,64;0,1;3,56;-;-;-;-;-;-;-;0,35;0;0,11;0;-;0,018;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,11;-;-;-;-;-;-;-;-;-;-;42;-;-;-;0,75;-;-;-;-;-;-;-;-
506;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;312;73,7;313;73,9;82,4;2,98;2,92;11,6;1,4;11,3;0,4;0,44;1,47;2,7;< 0,3;6;< 0,35;0,028;0;0,6;0;1;0,95;0,2;0,015;0,044;0,026;0,019;0,033;0,042;0,14;0,43;0,15;0,2;0,013;0,0024;< 0,00066;< 0,00066;< 0,00066;5,46;0,08;115;88,3;0,01;0,12;< 20;11;0,01;82;140;< 20;31,3;0,42;< 21;7;0,75;< 0,08;< 0,8;-;< 0,5;0,038;0,14;< 0,1;0,33
507;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;-;-;-;-;-;2,81;2,75;12,7;1,52;12,5;-;-;-;-;-;-;-;0,033;0;0,22;0;-;1,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,1;120;-;-;-;-;-;-;-;-;-;40,5;-;-;-;0,81;-;-;-;-;-;-;-;-
508;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;-;-;-;-;-;3,08;3,02;12,6;1,2;12;-;-;-;-;-;-;-;traces;0;0,23;0;-;0,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,091;134;-;-;-;-;-;-;-;-;-;36,1;-;-;-;0,83;-;-;-;-;-;0,21;-;-
509;Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;350;82,8;351;83,1;-;3,09;3,03;13,1;1,69;12,8;-;-;-;2,8;-;-;-;0,079;0;0,8;0;1;1,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,12;133;-;0,004;0,13;11;10;0,002;82;116;1;46,9;0,3;15;7;0,75;0,05;-;-;< 0,5;0,031;0,16;0,11;0,29
510;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;-;-;-;-;79,5;3,43;3,36;13,6;1,79;12,9;-;-;-;-;-;-;0;0,075;0;0,37;0;-;1,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,11;156;-;-;-;-;12;-;90;-;-;50;-;-;-;1,24;-;-;-;-;-;0,21;-;-
511;Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei;;05;produits laitiers et assimilés;0502;produits laitiers frais et assimilés;050201;yaourts et spécialités laitières type yaourt;-;-;-;-;83,4;2,76;2,7;12,9;1,6;12,9;0,27;0,36;0,3;2,91;0,002;7,48;0;< 0,05;0;0,61;0;-;1,05;0,21;0,024;0,048;0,034;0,021;0,053;0,067;0,18;0,49;0,14;0,21;0,019;0,0047;-;0,00034;-;5;0,1;99,1;70;< 0,1;< 0,1;9,6;7,8;< 0,1;66;112;< 5;40;0,3;8;< 8;< 0,5;0,015;-;-;< 0,5;0,021;0,14;0,07;0,23
512;Époisses;;05;produits laitiers et assimilés;0503;fromages et assimilés;050301;fromages à pâte molle;1200;290;1210;292;55,6;17,8;17,4;traces;24,5;< 0,03;< 0,3;-;< 0,03;< 0,3;< 0,3;< 0,3;0;traces;0;2,36;0;traces;17,1;5,62;0,48;0,16;0,44;0,25;0,63;0,76;2,76;7,22;2,27;-;0,37;0,11;< 0,023;< 0,023;< 0,023;80,5;1,76;120;1170;0,02;0,21;21;10;0,01;220;140;< 20;702;0,5;210;-;< 0,25;0,64;1,73;-;-;0,021;1,24;0,57;1,1
